LINCOLN-EQ.NS        "Lincoln Pharma Ltd"                                                                                
LAKPRE.NS            "Lakshmi Precision Screws Ltd"                                                                      
KPIT.NS              "KPIT Technologies Ltd"                                                                             
INTELLECT-EQ.NS      "INTELLECT DESIGN ARENA LIMITED"                                                                    
INGVYSYAB.NS         "ING Vysya Bank Ltd"                                                                                
INDOTECH.NS          "Indo Tech Transformers Ltd"                                                                        
INDIANCAR.NS         "Indian Card Clothing Co Ltd"                                                                       
GODREJCP.NS          "Godrej Consumer Products Ltd"                                                                      
GODFRYPHL.NS         "Godfrey Phillips India Ltd"                                                                        
GINNIFILA.NS         "Ginni Filaments Ltd"                                                                               
GESHIP.NS            "Great Eastern Shipping Co Ltd"                                                                     
GAMMONIND.NS         "Gammon India Ltd"                                                                                  
GALLISPAT.NS         "Gallantt Ispat Ltd"                                                                                
FINCABLES.NS         "Finolex Cables Ltd"                                                                                
FILATEX.NS           "Filatex India Ltd"                                                                                 
ARSHIYA.NS           "Arshiya Ltd"                                                                                       
APOLLOHOSP-EQ.NS     "APOLLO HOSPITALS ENTERPRISE LIM"                                                                   
APLAPOLLO.NS         "APL Apollo Tubes Limited"                                                                          
ANGIND-EQ.NS         "ANG INDUSTRIES LIMITED"                                                                            
ANANTRAJ.NS          "Anant Raj Ltd"                                                                                     
AMTL-EQ.NS           "ADVANCE METERING TECHNOLOGY LIM"                                                                   
AMBIKCO.NS           "Ambika Cotton Mills Ltd"                                                                           
KHAITANLT.NS         "Khaitan India Ltd"                                                                                 
VISHNU.NS            "Vishnu Chemicals Ltd"                                                                              
VRLLOG-EQ.NS         "VRL LOGISTICS LIMITED"                                                                             
MANAKSIA.NS          "Manaksia Ltd"                                                                                      
POLYPLEX.NS          "Polyplex Corp Ltd"                                                                                 
NCOPPER-BE.NS        "NISSAN COPPER LTD INR10"                                                                           
KANDAGIRI-EQ.NS      "Kandagiri Mills Ltd"                                                                               
VICEROY.NS           "Viceroy Hotels Ltd"                                                                                
AUTOIND.NS           "Autoline Industries Ltd"                                                                           
SPLIL-EQ.NS          "SPL INDUSTRIES LIMITED"                                                                            
MANALIPETC-EQ.NS     "MANALI PETROCHEMICALS LIMITED"                                                                     
RTNINFRA.NS          "RattanIndia Infrastructure Ltd"                                                                    
INNOIND-BZ.NS        "INNOVENTIVE IND LTD"                                                                               
ORIENTCEM-EQ.NS      "ORIENT CEMENT LIMITED"                                                                             
ALANKIT-EQ.NS        "ALANKIT LIMITED"                                                                                   
UTTAMSUGA.NS         "Uttam Sugar Mills Ltd"                                                                             
ALPA-EQ.NS           "ALPA LABORATORIES LIMITED"                                                                         
PRECWIRE.NS          "Precision Wires India Ltd"                                                                         
KAYA-EQ.NS           "KAYA LIMITED"                                                                                      
CELESTIAL.NS         "Celestial Biolabs Ltd"                                                                             
PGEL.NS              "PG Electroplast Ltd"                                                                               
KLRF.NS              "KLRF Ltd"                                                                                          
AMDIND.NS            "AMD Industries Ltd"                                                                                
BLUESTARC.NS         "Blue Star Ltd"                                                                                     
CHROMATIC.NS         "Chromatic India Ltd"                                                                               
BVCL.NS              "Barak Valley Cements Ltd"                                                                          
GLOBALVECT-EQ.NS     "GLOBAL VECTRA HELICORP LIMITED"                                                                    
SUPERSPIN-EQ.NS      "SUPER SPINNING MILLS LIMITED"                                                                      
NAVKARCORP-EQ.NS     "NAVKAR CORPORATION LIMITED"                                                                        
SGL-BE.NS            "STL GLOBAL LTD INR10"                                                                              
LYCOS.NS             "Lycos Internet Ltd"                                                                                
JAYNECOIN.NS         "Jayaswal NECO Industries Ltd"                                                                      
KGL.NS               "Karuturi Global Ltd"                                                                               
RASOYPR.NS           "Rasoya Proteins Limited"                                                                           
BANARISUG.NS         "Bannari Amman Sugars Ltd"                                                                          
EASTSILK.NS          "Eastern Silk Industries Ltd"                                                                       
ANDHRACEMT-EQ.NS     "ANDHRA CEMENTS LIMITED"                                                                            
SHAHALLOYS-EQ.NS     "SHAH ALLOYS LIMITED"                                                                               
TCPLTD.NS            "TCP Ltd"                                                                                           
SUPERSPIN.NS         "Super Spinning Mills Ltd"                                                                          
ALPSINDUS.NS         "Alps Industries Ltd"                                                                               
NEOCORP.NS           "Neo Corp International Ltd"                                                                        
MURUDCERA.NS         "Murudeshwar Ceramics Ltd"                                                                          
INDBANK.NS           "Indbank Merchant Banking Services Ltd"                                                             
ORICONENT-EQ.NS      "ORICON ENTERPRISES LIMITED"                                                                        
SWANENERG.NS         "SWAN ENERGY LIMITED"                                                                               
MUTHOOTFI.NS         "MUTHOOT FINANCE LIMITED"                                                                           
PNCINFRA-EQ.NS       "PNC INFRATECH LIMITED"                                                                             
JAYNECOIND-EQ.NS     "JAYASWAL NECO INDUSTRIES LIMITE"                                                                   
EUROMULTI-EQ.NS      "EURO MULTIVISION LIMITED"                                                                          
BILPOWER.NS          "Bilpower Ltd"                                                                                      
AFTEK-BZ.NS          "AFTEK LIMITED"                                                                                     
ISMTLTD-EQ.NS        "ISMT LIMITED"                                                                                      
STINDIA.NS           "S T I India Ltd"                                                                                   
PANORAMUN.NS         "Panoramic Universal Ltd"                                                                           
SONATSOFT.NS         "Sonata Software Ltd"                                                                               
AIL.NS               "ALSTOM INDIA LIMITED"                                                                              
SRSLTD.NS            "SRS Ltd"                                                                                           
JKIL.NS              "J Kumar Infraprojects Ltd"                                                                         
DHAMPURSU.NS         "Dhampur Sugar Mills Ltd"                                                                           
AMTL-EQ.NS           "ADVANCE METERING TECHNOLOGY LIM"                                                                   
AMBIKCO.NS           "Ambika Cotton Mills Ltd"                                                                           
SURYALAXM.NS         "Suryalakshmi Cotton Mills Ltd"                                                                     
GALLANTT.NS          "Gallantt Metal Ltd"                                                                                
MANAKINDST-BE.NS     "Manaksia Industries Ltd"                                                                           
MURLIIND.NS          "Murli Industries Ltd"                                                                              
AMTL.NS              "Advance Metering Technology Ltd"                                                                   
NAHARSPIN.NS         "Nahar Spinning Mills Ltd"                                                                          
ASHAPURMIN-EQ.NS     "ASHAPURA MINECHEM LIMITED"                                                                         
MADRASFER.NS         "Madras Fertilizers Ltd"                                                                            
EUROMULTI-BE.NS      "EURO MULTIVISION L INR10"                                                                          
UFO-EQ.NS            "UFO MOVIEZ INDIA LIMITED"                                                                          
HINDMOTORS-EQ.NS     "HINDUSTAN MOTORS LIMITED"                                                                          
SIRPAPER.NS          "Sirpur Paper Mills Ltd"                                                                            
MMFL.NS              "MM Forgings Ltd"                                                                                   
MAHINDCIE.NS         ""                                                                                                  
MCDHOLDIN.NS         "McDowell Holdings Ltd"                                                                             
BIRLAMONE.NS         "Aditya Birla Money Ltd"                                                                            
HTMEDIA.NS           "HT Media Ltd"                                                                                      
MAHLIFE.NS           "Mahindra Lifespace Developers Ltd"                                                                 
MCDOWELL-.NS         "United Spirits Ltd"                                                                                
MICROSEC.NS          "Microsec Financial Services Ltd"                                                                   
MADHAV.NS            "Madhav Marbles And Granites Ltd"                                                                   
RAJPALAYA.NS         "Rajapalayam Mills Ltd"                                                                             
BALRAMCHI.NS         "Balrampur Chini Mills Ltd"                                                                         
MUKANDLTD.NS         "Mukand Ltd"                                                                                        
SHARDAMOTR-EQ.NS     "SHARDA MOTOR INDUSTRIES LIMITED"                                                                   
MANAKSTEE.NS         ""                                                                                                  
TATAMETAL.NS         "Tata Metaliks Ltd"                                                                                 
MBLINFRA.NS          "MBL Infrastructures Ltd"                                                                           
ALKALI.NS            "Alkali Metals Ltd"                                                                                 
MOTILALOF.NS         "Motilal Oswal Financial Services Ltd"                                                              
MONTECARL.NS         ""                                                                                                  
MUKANDENG.NS         "Mukand Engineers Ltd"                                                                              
WINDMACHIN-EQ.NS     "WINDSOR MACHINES LIMITED"                                                                          
MAGMA.NS             "Magma Fincorp Ltd"                                                                                 
KERNEX-BE.NS         "KERNEX MICROSYSTEM INR10"                                                                          
MANUGRAPH.NS         "Manugraph India Ltd"                                                                               
USHAMART.NS          "Usha Martin Ltd"                                                                                   
PHOENIXLTD-EQ.NS     "THE PHOENIX MILLS LIMITED"                                                                         
MADRASFERT-EQ.NS     "MADRAS FERTILIZERS LIMITED"                                                                        
RAJOIL.NS            "Raj Oil Mills Ltd"                                                                                 
MIRZAINT.NS          "Mirza International Ltd"                                                                           
3RDROCK-EQ.NS        "3rd Rock Multimedia Ltd"                                                                           
MOTILALOFS-EQ.NS     "MOTILAL OSWAL FINANCIAL SERVICE"                                                                   
MARICO.NS            "Marico Ltd"                                                                                        
MELSTAR-BE.NS        "MELSTAR INFORMATION TECH"                                                                          
CRMFGETF-EQ.NS       "CANARA ROBECO MF GOLD ETF"                                                                         
MANGALAM-EQ.NS       "MANGALAM DRUGS AND ORGANICS LIM"                                                                   
MANPASAND.NS         "Manpasand Beverages Ltd"                                                                           
MCX-IL.NS            "MULTI COMMODITY EXCHANGE OF IND"                                                                   
NIRVIKARA-EQ.NS      "NIRVIKARA PAPER MILLS LIMITED"                                                                     
MANGTIMBE.NS         "Mangalam Timber Products Ltd"                                                                      
MARG.NS              "Marg Ltd"                                                                                          
PRECOT.NS            "Precot Meridian Ltd"                                                                               
HARRMALAY.NS         "Harrisons Malayalam Ltd"                                                                           
THEMISMED.NS         "Themis Medicare Ltd"                                                                               
SUPREMETE.NS         "Supreme Tex Mart Ltd"                                                                              
THEMISMED-BE.NS      "THEMIS MEDICARE LT INR10"                                                                          
MANJUSHRE.NS         "MANJUSHREE TECHNOP INR10"                                                                          
MALWACOTT.NS         "Malwa Cotton Spinning Mills Ltd"                                                                   
MVL-EQ.NS            "MVL LIMITED"                                                                                       
MRO-TEK.NS           "MRO TEK Ltd"                                                                                       
INDRAMEDC.NS         "Indraprastha Medical Corp Ltd"                                                                     
HDFCMFGET.NS         "HDFC ASSET MANAGEM GOLD EXCHANG"                                                                   
RELCNX100-EQ.NS      "RELIANCE MUTUAL FD RSHARES CNX "                                                                   
ASTRAMICR.NS         "Astra Microwave Products Ltd"                                                                      
MAHSCOOTE.NS         "Maharashtra Scooters Ltd"                                                                          
KOTAKBANK-IL.NS      "KOTAK MAHINDRA BANK LIMITED"                                                                       
N100.NS              "Motilal Oswal MOSt Shares NASDAQ 100 ETF"                                                          
MAX.NS               "Max India Ltd"                                                                                     
MAWANASUG.NS         "Mawana Sugars Ltd"                                                                                 
MAANALU.NS           "MAAN ALUMINIUM LIMITED"                                                                            
HILTON.NS            "Hilton Metal Forging Ltd"                                                                          
BASML.NS             "Bannari Amman Spinning Mills Ltd"                                                                  
MGOLD-EQ.NS          "MOTILAL OSWAL FINA MOTILAL OSWA"                                                                   
NIITLTD.NS           "NIIT Ltd"                                                                                          
NIFTYBEES.NS         "Goldman Sachs Nifty BeES ETF"                                                                      
AGCNET.NS            "AGC Networks Ltd"                                                                                  
VISESHINFO-BE.NS     "VISESH INFO NPP231299 DEP"                                                                         
NAVNETEDU.NS         ""                                                                                                  
NCOPPER-BE.NS        "NISSAN COPPER LTD INR10"                                                                           
TVTODAY.NS           "TV Today Network Ltd"                                                                              
NAKODA-EQ.NS         "NAKODA LIMITED"                                                                                    
NFL.NS               "National Fertilizers Ltd"                                                                          
NEOCORP-BE.NS        "Neo Corp International Limited"                                                                    
JAYNECOIN.NS         "Jayaswal NECO Industries Ltd"                                                                      
NDTV.NS              "New Delhi Television Ltd"                                                                          
NILKAMAL.NS          "Nilkamal Ltd"                                                                                      
GIRRESORTS-EQ.NS     "GIR Natureview Resort Ltd"                                                                         
UNITEDTEA.NS         "The United Nilgiri Tea Estates Co Ltd"                                                             
NAVKARCORP-EQ.NS     "NAVKAR CORPORATION LIMITED"                                                                        
NAKODA.NS            "Nakoda Limited"                                                                                    
DEEPAKNTR.NS         "DEEPAK NITRITE LIMITED"                                                                            
NUCLEUS.NS           "Nucleus Software Exports Ltd"                                                                      
NAGREEKEXP-EQ.NS     "NAGREEKA EXPORTS LIMITED"                                                                          
FMNL-EQ.NS           "FUTURE MARKET NETWORKS LIMITED"                                                                    
SMARTLINK.NS         "Smartlink Network Systems Ltd"                                                                     
GSLNOVA-EQ.NS        "GSL NOVA PETROCHEM INR5"                                                                           
CNOVAPETRO-EQ.NS     "CIL NOVA PETROCHEMICALS LIMITED"                                                                   
NEHAINT.NS           "Neha International Ltd"                                                                            
NRC-BZ.NS            "NRC LIMITED"                                                                                       
GIRRESORTS-IT.NS     "GIR Natureview Resort Ltd"                                                                         
NICCO.NS             "Nicco Corp Ltd"                                                                                    
RAMANEWS.NS          "Shree Rama Newsprint Ltd"                                                                          
SATIN-BE.NS          "Satin Credit Net Ltd"                                                                              
NAGAROIL-EQ.NS       "NAGARJUNA OIL REFINERY LIMITED"                                                                    
HINDDORRO.NS         "Hindustan Dorr Oliver Ltd"                                                                         
GULFOILLUB-EQ.NS     "GULF OIL LUBRICANTS INDIA LIMIT"                                                                   
SABERORGA.NS         "Sabero Organics Gujarat Ltd"                                                                       
BINDALAGR.NS         "Oswal Greentech Ltd"                                                                               
ORBTEXP.NS           "Orbit Exports Ltd"                                                                                 
STOREONE-EQ.NS       "STORE ONE RETAIL INDIA LIMITED"                                                                    
KSOILS.NS            "K S Oils Ltd"                                                                                      
ONMOBILE.NS          "OnMobile Global Ltd"                                                                               
ORICONENT.NS         ""                                                                                                  
OMAXAUTO.NS          "Omax Autos Ltd"                                                                                    
BANKBARODA-IL.NS     "BK OF BARODA INR2"                                                                                 
CENTRALBK.NS         "Central Bank of India"                                                                             
OMAXE.NS             "Omaxe Ltd"                                                                                         
PANCHSHEEL-EQ.NS     "Panchsheel Organics Ltd"                                                                           
OMKARCHEM.NS         "Omkar Speciality Chemicals Ltd"                                                                    
VINATIORGA-EQ.NS     "VINATI ORGANICS LIMITED"                                                                           
OSWALMIN.NS          "Oswal Minerals Ltd"                                                                                
FIRSTLEASE-BZ.NS     "FIRST LEASING CO OF INDIA"                                                                         
MYSOREBAN.NS         "State Bank of Mysore"                                                                              
PRADIP-EQ.NS         "PRADIP OVERSEAS LT INR10"                                                                          
OMNITECH.NS          "Omnitech Infosolutions Ltd"                                                                        
TORNTPOWE.NS         "Torrent Power Ltd"                                                                                 
GLAXO.NS             "GlaxoSmithKline Pharmaceuticals Ltd"                                                               
BPCL.NS              "Bharat Petroleum Corp Ltd"                                                                         
ADANIPORT.NS         "ADANI PORTS AND SPECIAL ECONOMI"                                                                   
SARLAPOLY.NS         "Sarla Performance Fibers Ltd"                                                                      
PHILIPCAR.NS         "Phillips Carbon Black Ltd"                                                                         
PAGEIND.NS           "Page Industries Ltd"                                                                               
KANSAINER.NS         "Kansai Nerolac Paints Ltd"                                                                         
GSPL.NS              "Gujarat State Petronet Ltd"                                                                        
GPPL.NS              "Gujarat Pipavav Port Ltd"                                                                          
GLENMARK.NS          "Glenmark Pharmaceuticals Ltd"                                                                      
CHENNPETR.NS         "Chennai Petroleum Corp Ltd"                                                                        
TORNTPHAR.NS         "Torrent Pharmaceuticals Ltd"                                                                       
SPARC.NS             "Sun Pharma Advanced Research Co Ltd"                                                               
PRAJIND.NS           "Praj Industries Ltd"                                                                               
POWERGRID.NS         "Power Grid Corp Of India Ltd"                                                                      
PATINTLOG.NS         "Patel Integrated Logistics Ltd"                                                                    
MRPL.NS              "Mangalore Refinery and Petrochemicals Ltd"                                                         
MARKSANS.NS          "Marksans Pharma Ltd"                                                                               
PVR.NS               "PVR Ltd"                                                                                           
PVP.NS               "PVP Ventures Ltd"                                                                                  
PTC.NS               "PTC India Ltd"                                                                                     
PRESTIGE.NS          "Prestige Estates Projects Ltd"                                                                     
PRATIBHA.NS          "Pratibha Industries Ltd"                                                                           
PIONEEREMB-EQ.NS     "PIONEER EMBROIDERIES LIMITED"                                                                      
PATELENG.NS          "Patel Engineering Ltd"                                                                             
PARSVNATH.NS         "Parsvnath Developers Limited"                                                                      
NITINFIRE.NS         "Nitin Fire Protection Industries Limited"                                                          
NATCOPHARM-EQ.NS     "NATCO PHARMA LIMITED"                                                                              
LINCOLN-EQ.NS        "Lincoln Pharma Ltd"                                                                                
LAKPRE.NS            "Lakshmi Precision Screws Ltd"                                                                      
GREENPOWER-EQ.NS     "ORIENT GREEN POWER COMPANY LIMI"                                                                   
GODREJCP.NS          "Godrej Consumer Products Ltd"                                                                      
GODFRYPHL.NS         "Godfrey Phillips India Ltd"                                                                        
GAMMNINFRA-EQ.NS     "GAMMON INFRASTRUCTURE PROJECTS "                                                                   
PIONEEREM.NS         ""                                                                                                  
RASOYPR.NS           "Rasoya Proteins Limited"                                                                           
VARDMNPOLY-EQ.NS     "VARDHMAN POLYTEX LIMITED"                                                                          
PSL.NS               "PSL Ltd"                                                                                           
PSUBNKBEE.NS         "GOLDMAN SACHS PS PSU BANK BENCH"                                                                   
NIRVIKARA-BE.NS      "Nirvikara Paper Mills Ltd"                                                                         
PNCINFRA-EQ.NS       "PNC INFRATECH LIMITED"                                                                             
PANORAMUN.NS         "Panoramic Universal Ltd"                                                                           
HBLPOWER.NS          "HBL Power Systems Ltd"                                                                             
PRESSMN.NS           "Pressman Advertising Limited"                                                                      
PLETHICO-BZ.NS       "PLETHICO PHARMACE LIMITED"                                                                         
PARACABLES-EQ.NS     "PARAMOUNT COMMUNICATIONS LIMITE"                                                                   
PARASPETR.NS         ""                                                                                                  
SPIC.NS              "Southern Petrochemicals Industries Corp Ltd"                                                       
KOTHARIPR.NS         "Kothari Products Ltd"                                                                              
RUCHIRA.NS           "Ruchira Papers Ltd"                                                                                
PRAKASHCON-EQ.NS     "PRAKASH CONSTROWELL LIMITED"                                                                       
KOTAKPSUB.NS         "KOTAK PSU BANK"                                                                                    
PALREDTECH-EQ.NS     "Palred Technologies Ltd"                                                                           
PIONDIST-EQ.NS       "PIONEER DISTILLERIES LIMITED"                                                                      
PDUMJEIND.NS         "Pudumjee Industries Ltd"                                                                           
P2JSWSTEE.NS         ""                                                                                                  
GEOJITBNPP-EQ.NS     "GEOJIT BNP PARIBAS FINANCIAL SE"                                                                   
PARAPRINT-BE.NS      "PARAMOUNT PRINTPACK LTD"                                                                           
PARACABLE.NS         "Paramount Communications Ltd"                                                                      
PDSMFL.NS            "PDS Multinational Fashions Ltd"                                                                    
PENPEBS-RL.NS        "PENNAR ENGINEERED INR10"                                                                           
PIPAVAVDO.NS         "PIPAVAV DEFENCE AND OFFSHORE EN"                                                                   
PEPL.NS              "Pearl Engineering Polymers Ltd"                                                                    
PIDILITIN.NS         "Pidilite Industries Ltd"                                                                           
PENPEBS-EQ.NS        "PENNAR ENGINEERED BUILDING SYST"                                                                   
GAMMNINFR.NS         "Gammon Infrastructure Projects Ltd"                                                                
PRADIP-EQ.NS         "PRADIP OVERSEAS LT INR10"                                                                          
GULPOLY-EQ.NS        "GULSHAN POLYOLS LIMITED"                                                                           
PAPERPROD.NS         "Huhtamaki PPL Ltd"                                                                                 
JAGSNPHARM-EQ.NS     "JAGSONPAL PHARMACEUTICALS LIMIT"                                                                   
SHASUNPHAR-EQ.NS     "SHASUN PHARMACEUTICALS LIMITED"                                                                    
NIRVIKARA-EQ.NS      "NIRVIKARA PAPER MILLS LIMITED"                                                                     
INFOMEDIA-EQ.NS      "INFOMEDIA PRESS LIMITED"                                                                           
MANGTIMBE.NS         "Mangalam Timber Products Ltd"                                                                      
PROZONINT.NS         ""                                                                                                  
INDIANHUM.NS         "Indian Hume Pipe Co Ltd"                                                                           
WSTCSTPAP.NS         "West Coast Paper Mills Ltd"                                                                        
P1MUKANDL.NS         ""                                                                                                  
OPAL-SM.NS           "OPAL LUXURY TIME PRODUCTS LIMIT"                                                                   
INDLMETER.NS         "IMP Powers Ltd"                                                                                    
SIRPAPER-BZ.NS       "SIRPUR PAPER MILLS LTD"                                                                            
RTNPOWER-EQ.NS       "RATTANINDIA POWER LIMITED"                                                                         
PRISMCEM.NS          "Prism Cement Ltd"                                                                                  
PRESSMN-EQ.NS        "PRESSMAN ADVERTISING LIMITED"                                                                      
INFOMEDIA.NS         "Infomedia Press Ltd"                                                                               
KAVVERITEL-EQ.NS     "KAVVERI TELECOM PRODUCTS LIMITE"                                                                   
PANASONIC.NS         "Panasonic Appliances India Co Ltd"                                                                 
PNC-EQ.NS            "PRITISH NANDY COMMUNICATIONS LI"                                                                   
PILIND.NS            "PIL Italica Lifestyle Ltd"                                                                         
ORIENTLTD-EQ.NS      "ORIENT PRESS LIMITED"                                                                              
SIMPLEX.NS           "Simplex Projects Ltd"                                                                              
PNEUMATIC-EQ.NS      "PNEUMATIC HOLDINGS LIMITED"                                                                        
PRIMESECU.NS         "Prime Securities Ltd"                                                                              
PONDYOXID.NS         ""                                                                                                  
PATSPINLT.NS         "Patspin India Ltd"                                                                                 
GENUSPOWE.NS         "Genus Power Infrastructures Limited"                                                               
JAIHINDPR.NS         "JAIHIND PROJECTS LIMITED"                                                                          
BEPL.NS              "Bhansali Engineering Polymers Ltd"                                                                 
QUINTEGRA.NS         "Quintegra Solutions Ltd"                                                                           
QGOLDHALF.NS         "Quantum Gold ETF"                                                                                  
QNIFTY.NS            "Quantum Index ETF"                                                                                 
RMCL.NS              "Radha Madhav Corp Ltd"                                                                             
VENUSREM.NS          "Venus Remedies Ltd"                                                                                
RASOYPR.NS           "Rasoya Proteins Limited"                                                                           
RELIGARE.NS          "Religare Enterprises Ltd"                                                                          
RMCL-EQ.NS           "RADHA MADHAV CORPORATION LIMITE"                                                                   
IFGLREFRA.NS         "IFGL Refractories Ltd"                                                                             
CANTABIL.NS          "Cantabil Retail India Ltd"                                                                         
SHIRPUR-G.NS         "Shirpur Gold Refinery Ltd"                                                                         
CARERATIN.NS         "CREDIT ANALYSIS AND RESEARCH LI"                                                                   
REFEX.NS             "Refex Industries Ltd"                                                                              
RANASUG.NS           "Rana Sugars Ltd"                                                                                   
AMAR.NS              "Amar Remedies Ltd"                                                                                 
GIRRESORTS-IT.NS     "GIR Natureview Resort Ltd"                                                                         
GARWALLROP-EQ.NS     "GARWARE  WALL ROPES LIMITED"                                                                       
RAMANEWS.NS          "Shree Rama Newsprint Ltd"                                                                          
RAJOIL.NS            "Raj Oil Mills Ltd"                                                                                 
3RDROCK-EQ.NS        "3rd Rock Multimedia Ltd"                                                                           
ROSSELLIN.NS         "ROSSELL INDIA LIMITED"                                                                             
RELGRNIFTY-EQ.NS     "RELIGARE MUTUAL FD NIFFTY ETF"                                                                     
REIAGROLT.NS         "REI Agro Ltd"                                                                                      
RUCHINFRA-BE.NS      "RUCHI INFRASTRUCTURE LTD"                                                                          
RELCNX100-EQ.NS      "RELIANCE MUTUAL FD RSHARES CNX "                                                                   
REIAGROLTD-BE.NS     "REI AGRO LTD INR1"                                                                                 
REGENCERA.NS         "Regency Ceramics Ltd"                                                                              
SURANAIND.NS         "Surana Industries Ltd"                                                                             
SUPREMEIN.NS         "The Supreme Industries Limited"                                                                    
SUNDARMFI.NS         "Sundaram Finance Ltd"                                                                              
SUNCLAYLT.NS         "SUNDARAM CLAYTON LIMITED"                                                                          
SUDAR.NS             "Sudar Industries Ltd"                                                                              
STRTECH.NS           "Sterlite Technologies Ltd"                                                                         
NIFTYBEES.NS         "Goldman Sachs Nifty BeES ETF"                                                                      
SCHNEIDER.NS         "Schneider Electric Infrastructure Ltd"                                                             
SMVETO.NS            ""                                                                                                  
8KMILES.NS           "8K Miles Software Services Ltd"                                                                    
SBT.NS               "State Bank of Travancore"                                                                          
UTTAMSUGA.NS         "Uttam Sugar Mills Ltd"                                                                             
SSLT.NS              "Vedanta Limited"                                                                                   
TATASPONGE-EQ.NS     "TATA SPONGE IRON LIMITED"                                                                          
SMSIIL.NS            ""                                                                                                  
MUTHOOTCAP-EQ.NS     "MUTHOOT CAPITAL SERVICES LIMITE"                                                                   
SPECIALIT.NS         "SPECIALITY RESTAURANTS LIMITED"                                                                    
SICAL.NS             "Sical Logistics Ltd"                                                                               
AMARJOTHI.NS         "Amarjothi Spinning Mills Ltd"                                                                      
STARPAPER.NS         "Star Paper Mills Ltd"                                                                              
SUJANATWR-EQ.NS      "SUJANA TOWER LIMITED"                                                                              
SKIPPER-EQ.NS        "SKIPPER LIMITED"                                                                                   
SAMINDUS.NS          "Sam Industries Ltd"                                                                                
JINDALSAW.NS         "Jindal Saw Ltd"                                                                                    
SPLIL-EQ.NS          "SPL INDUSTRIES LIMITED"                                                                            
ASAHISONG.NS         "Asahi Songwon Colors Ltd"                                                                          
GLOBUSSPR.NS         "Globus Spirits Ltd"                                                                                
JISLJALEQ.NS         "Jain Irrigation Systems Limited"                                                                   
GISOLUTION-BE.NS     "GI ENGINEERING SOLUTIONS LTD IN"                                                                   
SHREEASHT.NS         "Shree Ashtavinayak Cine Vision Ltd"                                                                
PENPEBS-BE.NS        "Pennar Eng Bldg Sys Ltd"                                                                           
SUNILHITE.NS         "Sunil Hitech Engineers Ltd"                                                                        
JHS.NS               "JHS Svendgaard Laboratories Ltd"                                                                   
SANGHVIFO.NS         "SANGHVI FORGING AND ENGINEERING"                                                                   
TVSSRICHA.NS         "TVS Srichakra Ltd"                                                                                 
SIRPAPER.NS          "Sirpur Paper Mills Ltd"                                                                            
TAKE.NS              "Take Solutions Ltd"                                                                                
SARTHAKIND-EQ.NS     "Sarthak Industries Ltd"                                                                            
BSLNIFTY-EQ.NS       "BIRLA SUN LIFE ASS NIFTY GROWTH"                                                                   
SRICHAMUN.NS         ""                                                                                                  
HOVS.NS              "HOV Services Ltd"                                                                                  
SURANACOR.NS         "Surana Corp Ltd"                                                                                   
SGL.NS               "STL Global Ltd"                                                                                    
TECPRO.NS            "Tecpro Systems Ltd"                                                                                
AURIONPRO.NS         "Aurionpro Solutions Ltd"                                                                           
TATASPONG.NS         "Tata Sponge Iron Ltd"                                                                              
GEOJITBNP.NS         "Geojit BNP Paribas Financial Services Ltd"                                                         
STOREONE-EQ.NS       "STORE ONE RETAIL INDIA LIMITED"                                                                    
MCDOWELL-.NS         "United Spirits Ltd"                                                                                
IBWSL.NS             "Indiabulls Wholesale Services Ltd"                                                                 
MICROSEC.NS          "Microsec Financial Services Ltd"                                                                   
SRICHAMUND-EQ.NS     "Chamundeswari Sug Ltd"                                                                             
PFS.NS               "PTC India Financial Services Ltd"                                                                  
WEBELSOLA.NS         "Websol Energy System Ltd"                                                                          
SHARDAMOTR-EQ.NS     "SHARDA MOTOR INDUSTRIES LIMITED"                                                                   
SQSBFSI.NS           ""                                                                                                  
ISENSEX-EQ.NS        "ICICI PRU SPICE FUND"                                                                              
CALSOFT-BE.NS        "CALIFORNIA SOFTWARE CO LT"                                                                         
AMLSTEEL-BE.NS       "AML STEEL LTD INR10"                                                                               
SITASHREE-BE.NS      "SITA SHREE FOOD PR INR10"                                                                          
SITICABLE.NS         "SITI CABLE NETWORK LIMITED"                                                                        
TELEDATAI.NS         "Teledata Technology Solutions Ltd"                                                                 
GSCLCEMENT-EQ.NS     "GUJARAT SIDHEE CEMENT LIMITED"                                                                     
JYOTISTRUC-EQ.NS     "JYOTI STRUCTURES LIMITED"                                                                          
FCSSOFT-EQ.NS        "FCS SOFTWARE SOLUTIONS LIMITED"                                                                    
SURANAIND-BE.NS      "SURANA INDUSTRIES INR10"                                                                           
SRIPIPES.NS          ""                                                                                                  
SKIL-EQ.NS           "SKIL INFRASTRUCTURE LIMITED"                                                                       
SHIRPUR-G.NS         "Shirpur Gold Refinery Ltd"                                                                         
SHANTIGEAR-EQ.NS     "SHANTHI GEARS LIMITED"                                                                             
SATIN-.NS            "SATIN CREDIT CARE NETWORK LTD S"                                                                   
JINDALSAW-EQ.NS      "JINDAL SAW LIMITED"                                                                                
PRITHVISO.NS         "Prithvi Softech Ltd"                                                                               
SHREYANIN.NS         "Shreyans Industries Ltd"                                                                           
JAINSTUDIO-EQ.NS     "JAIN STUDIOS LIMITED"                                                                              
SURYAJYOT.NS         "Suryajyoti Spinning Mills Ltd"                                                                     
